material,lat (AA),rS_A (AA),rP_A (AA),rS_B (AA),rP_B (AA),Z_A (e),Z_B (e),HOMO_A (eV),LUMO_A (eV),EA_A (eV),IP_A (eV),EN_A (eV),HOMO_B (eV),LUMO_B (eV),EA_B (eV),IP_B (eV),EN_B (eV)
CsFeO3,3.86757709,2.62700,3.23440,1.39120,2.20810,55,26,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-3.836619504771,-3.836619636475,-1.415506591628,7.089031766055,2.836762587214
CsCoO3,3.88327914,2.62700,3.23440,1.38110,1.65750,55,27,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-3.347469515837,-3.347469630750,-1.133799031088,7.525127748251,3.195664358581
CsNiO3,3.89855687,2.62700,3.23440,1.37820,1.61770,55,28,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-2.919817594254,-2.919817694486,-0.680064535054,8.128919800973,3.724427632959
CsCuO3,3.95421676,2.62700,3.23440,1.23610,2.20480,55,29,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-4.362985932102,-4.362986081876,-1.554935144418,7.534909454159,2.989987154871
CsZnO3,4.04344871,2.62700,3.23440,1.11690,1.78990,55,30,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-6.384766005031,-0.880351142307,1.016686332121,9.995763731659,5.506225031890
CsGaO3,4.02979945,2.62700,3.23440,1.00870,1.37830,55,31,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-2.447267344605,-2.447267428616,-0.221448418066,5.403241923784,2.590896752859
CsGeO3,3.96995856,2.62700,3.23440,0.92390,1.18940,55,32,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-3.864142063585,-3.864142196235,-0.978668998444,7.285215454342,3.153273227949
CsZrO3,4.25660732,2.62700,3.23440,1.67180,2.26450,55,40,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-3.230129340890,-3.230129451775,-0.047328544585,7.150603804508,3.551637629961
CsNbO3,4.09916988,2.62700,3.23440,1.58200,2.11090,55,41,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-4.395561840699,-4.395561991591,-0.969575749518,7.291456922287,3.160940586385
CsMoO3,4.02725616,2.62700,3.23440,1.55920,2.24600,55,42,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-4.405289070280,-4.405289221506,-1.713307224028,6.693232569522,2.489962672747
CsTcO3,3.98869394,2.62700,3.23440,1.58880,2.13150,55,43,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-3.015504540133,-3.015504643650,-1.275831727848,7.207933304014,2.966050788083
CsRuO3,3.99302665,2.62700,3.23440,1.55180,2.19700,55,44,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-3.663439802229,-2.821777985343,-0.586474863883,8.167782092633,3.790653614375
CsRhO3,4.01382204,2.62700,3.23440,1.51700,2.24450,55,45,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-4.324078823778,-2.720936056224,-0.649048902331,9.152288883026,4.251619990348
CsPdO3,4.07071255,2.62700,3.23440,1.48560,2.29200,55,46,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-5.018246293882,-2.610572297189,-0.200021161260,10.166984187162,4.983481512951
CsAgO3,4.14513606,2.62700,3.23440,1.35140,1.94410,55,47,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-4.216907058393,-4.216907203152,-1.521159375706,7.251049684650,2.864945154472
CsCdO3,4.29703288,2.62700,3.23440,1.24890,1.89950,55,48,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-6.023736420579,-0.948499811712,1.046403819836,9.367805294123,5.207104556979
CsSnO3,4.20613716,2.62700,3.23440,1.07110,1.37380,55,50,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-3.693967270914,-3.693967397722,-1.084211366527,6.773509406815,2.844649020144
CsSbO3,4.14067257,2.62700,3.23440,1.00720,1.25160,55,51,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-4.963183376254,-4.963183546631,-1.964510398835,8.359173003941,3.197331302553
CsTaO3,4.09375885,2.62700,3.23440,1.47300,2.08400,55,73,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-3.410813983109,-3.410814100196,-0.207862642233,7.364063701622,3.578100529695
CsWO3,4.02973543,2.62700,3.23440,1.41610,2.11260,55,74,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-4.437043328913,-4.437043481229,-0.922676234942,8.672459941188,3.874891853123
CsPtO3,4.08530933,2.62700,3.23440,1.33610,1.80090,55,78,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-5.316148581053,-4.051110054601,-1.310324277513,10.114267892650,4.401971807568
CsPbO3,4.38391386,2.62700,3.23440,1.04520,1.42350,55,82,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-3.503690269109,-3.503690389384,-0.958997386626,6.476888103509,2.758945358442
CsBiO3,4.34297119,2.62700,3.23440,0.99410,1.31290,55,83,-2.072691900737,-0.442114316137,-0.581508210930,3.728552454429,1.573522121749,-4.706546707306,-4.706546868874,-1.846753393810,7.964551439414,3.058899022802
BeAlO3,3.58889388,1.08310,1.30040,1.10410,1.43130,4,13,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-2.547095300306,-2.547095387743,-0.308077870308,5.449666311380,2.570794220536
BeTiO3,3.76846559,1.08310,1.30040,1.54120,2.08940,4,22,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-3.667603032050,-3.667603157952,-0.021725201808,7.552223574011,3.765249186102
BeVO3,3.67719784,1.08310,1.30040,1.45970,2.04700,4,23,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-4.798406943350,-4.798407108071,-0.664676976192,7.407416209273,3.371369616541
BeCrO3,3.61659998,1.08310,1.30040,1.42470,2.01210,4,24,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-4.733548486143,-4.733548648638,-1.259830231993,6.979022153017,2.859595960512
BeMnO3,3.58485895,1.08310,1.30040,0.41350,2.18240,4,25,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-4.333466263373,-0.671345464134,-1.423902065558,6.884430469844,2.730264202143
BeFeO3,3.57560624,1.08310,1.30040,1.39120,2.20810,4,26,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-3.836619504771,-3.836619636475,-1.415506591628,7.089031766055,2.836762587214
BeCoO3,3.56503528,1.08310,1.30040,1.38110,1.65750,4,27,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-3.347469515837,-3.347469630750,-1.133799031088,7.525127748251,3.195664358581
BeNiO3,3.59227368,1.08310,1.30040,1.37820,1.61770,4,28,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-2.919817594254,-2.919817694486,-0.680064535054,8.128919800973,3.724427632959
BeCuO3,3.62030708,1.08310,1.30040,1.23610,2.20480,4,29,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-4.362985932102,-4.362986081876,-1.554935144418,7.534909454159,2.989987154871
BeZnO3,3.70720921,1.08310,1.30040,1.11690,1.78990,4,30,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-6.384766005031,-0.880351142307,1.016686332121,9.995763731659,5.506225031890
BeGaO3,3.73632663,1.08310,1.30040,1.00870,1.37830,4,31,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-2.447267344605,-2.447267428616,-0.221448418066,5.403241923784,2.590896752859
BeGeO3,3.64114326,1.08310,1.30040,0.92390,1.18940,4,32,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-3.864142063585,-3.864142196235,-0.978668998444,7.285215454342,3.153273227949
BeZrO3,4.05238843,1.08310,1.30040,1.67180,2.26450,4,40,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-3.230129340890,-3.230129451775,-0.047328544585,7.150603804508,3.551637629961
BeNbO3,3.92287125,1.08310,1.30040,1.58200,2.11090,4,41,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-4.395561840699,-4.395561991591,-0.969575749518,7.291456922287,3.160940586385
BeMoO3,3.84624666,1.08310,1.30040,1.55920,2.24600,4,42,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-4.405289070280,-4.405289221506,-1.713307224028,6.693232569522,2.489962672747
BeTcO3,3.79889615,1.08310,1.30040,1.58880,2.13150,4,43,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-3.015504540133,-3.015504643650,-1.275831727848,7.207933304014,2.966050788083
BeRuO3,3.78676934,1.08310,1.30040,1.55180,2.19700,4,44,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-3.663439802229,-2.821777985343,-0.586474863883,8.167782092633,3.790653614375
BeRhO3,3.79864379,1.08310,1.30040,1.51700,2.24450,4,45,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-4.324078823778,-2.720936056224,-0.649048902331,9.152288883026,4.251619990348
BePdO3,3.81677344,1.08310,1.30040,1.48560,2.29200,4,46,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-5.018246293882,-2.610572297189,-0.200021161260,10.166984187162,4.983481512951
BeAgO3,3.88292424,1.08310,1.30040,1.35140,1.94410,4,47,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-4.216907058393,-4.216907203152,-1.521159375706,7.251049684650,2.864945154472
BeCdO3,3.98459753,1.08310,1.30040,1.24890,1.89950,4,48,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-6.023736420579,-0.948499811712,1.046403819836,9.367805294123,5.207104556979
BeSnO3,3.96216572,1.08310,1.30040,1.07110,1.37380,4,50,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-3.693967270914,-3.693967397722,-1.084211366527,6.773509406815,2.844649020144
BeSbO3,3.96250789,1.08310,1.30040,1.00720,1.25160,4,51,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-4.963183376254,-4.963183546631,-1.964510398835,8.359173003941,3.197331302553
BeTaO3,3.92612680,1.08310,1.30040,1.47300,2.08400,4,73,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-3.410813983109,-3.410814100196,-0.207862642233,7.364063701622,3.578100529695
BeWO3,3.86186590,1.08310,1.30040,1.41610,2.11260,4,74,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-4.437043328913,-4.437043481229,-0.922676234942,8.672459941188,3.874891853123
BePtO3,3.85061566,1.08310,1.30040,1.33610,1.80090,4,78,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-5.316148581053,-4.051110054601,-1.310324277513,10.114267892650,4.401971807568
BePbO3,4.14038901,1.08310,1.30040,1.04520,1.42350,4,82,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-3.503690269109,-3.503690389384,-0.958997386626,6.476888103509,2.758945358442
BeBiO3,4.15000805,1.08310,1.30040,0.99410,1.31290,4,83,-6.094680777524,-1.572409376260,0.879087418318,9.802963475341,5.341025446830,-4.706546707306,-4.706546868874,-1.846753393810,7.964551439414,3.058899022802
MgAlO3,3.64295074,1.35290,2.02350,1.10410,1.43130,12,13,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-2.547095300306,-2.547095387743,-0.308077870308,5.449666311380,2.570794220536
MgTiO3,3.79996533,1.35290,2.02350,1.54120,2.08940,12,22,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-3.667603032050,-3.667603157952,-0.021725201808,7.552223574011,3.765249186102
MgVO3,3.71378369,1.35290,2.02350,1.45970,2.04700,12,23,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-4.798406943350,-4.798407108071,-0.664676976192,7.407416209273,3.371369616541
MgCrO3,3.65608889,1.35290,2.02350,1.42470,2.01210,12,24,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-4.733548486143,-4.733548648638,-1.259830231993,6.979022153017,2.859595960512
MgMnO3,3.62983145,1.35290,2.02350,0.41350,2.18240,12,25,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-4.333466263373,-0.671345464134,-1.423902065558,6.884430469844,2.730264202143
MgFeO3,3.62358969,1.35290,2.02350,1.39120,2.20810,12,26,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-3.836619504771,-3.836619636475,-1.415506591628,7.089031766055,2.836762587214
MgCoO3,3.61839994,1.35290,2.02350,1.38110,1.65750,12,27,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-3.347469515837,-3.347469630750,-1.133799031088,7.525127748251,3.195664358581
MgNiO3,3.64624292,1.35290,2.02350,1.37820,1.61770,12,28,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-2.919817594254,-2.919817694486,-0.680064535054,8.128919800973,3.724427632959
MgCuO3,3.67591014,1.35290,2.02350,1.23610,2.20480,12,29,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-4.362985932102,-4.362986081876,-1.554935144418,7.534909454159,2.989987154871
MgZnO3,3.75898432,1.35290,2.02350,1.11690,1.78990,12,30,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-6.384766005031,-0.880351142307,1.016686332121,9.995763731659,5.506225031890
MgGaO3,3.78071051,1.35290,2.02350,1.00870,1.37830,12,31,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-2.447267344605,-2.447267428616,-0.221448418066,5.403241923784,2.590896752859
MgGeO3,3.68559360,1.35290,2.02350,0.92390,1.18940,12,32,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-3.864142063585,-3.864142196235,-0.978668998444,7.285215454342,3.153273227949
MgZrO3,4.07201563,1.35290,2.02350,1.67180,2.26450,12,40,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-3.230129340890,-3.230129451775,-0.047328544585,7.150603804508,3.551637629961
MgNbO3,3.96109833,1.35290,2.02350,1.58200,2.11090,12,41,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-4.395561840699,-4.395561991591,-0.969575749518,7.291456922287,3.160940586385
MgMoO3,3.88339065,1.35290,2.02350,1.55920,2.24600,12,42,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-4.405289070280,-4.405289221506,-1.713307224028,6.693232569522,2.489962672747
MgTcO3,3.84568161,1.35290,2.02350,1.58880,2.13150,12,43,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-3.015504540133,-3.015504643650,-1.275831727848,7.207933304014,2.966050788083
MgRuO3,3.82823540,1.35290,2.02350,1.55180,2.19700,12,44,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-3.663439802229,-2.821777985343,-0.586474863883,8.167782092633,3.790653614375
MgRhO3,3.83735704,1.35290,2.02350,1.51700,2.24450,12,45,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-4.324078823778,-2.720936056224,-0.649048902331,9.152288883026,4.251619990348
MgPdO3,3.86146284,1.35290,2.02350,1.48560,2.29200,12,46,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-5.018246293882,-2.610572297189,-0.200021161260,10.166984187162,4.983481512951
MgAgO3,3.92354224,1.35290,2.02350,1.35140,1.94410,12,47,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-4.216907058393,-4.216907203152,-1.521159375706,7.251049684650,2.864945154472
MgCdO3,4.02483636,1.35290,2.02350,1.24890,1.89950,12,48,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-6.023736420579,-0.948499811712,1.046403819836,9.367805294123,5.207104556979
MgSnO3,3.98968039,1.35290,2.02350,1.07110,1.37380,12,50,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-3.693967270914,-3.693967397722,-1.084211366527,6.773509406815,2.844649020144
MgSbO3,4.05767217,1.35290,2.02350,1.00720,1.25160,12,51,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-4.963183376254,-4.963183546631,-1.964510398835,8.359173003941,3.197331302553
MgTaO3,3.96226722,1.35290,2.02350,1.47300,2.08400,12,73,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-3.410813983109,-3.410814100196,-0.207862642233,7.364063701622,3.578100529695
MgWO3,3.90150318,1.35290,2.02350,1.41610,2.11260,12,74,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-4.437043328913,-4.437043481229,-0.922676234942,8.672459941188,3.874891853123
MgPtO3,3.89026732,1.35290,2.02350,1.33610,1.80090,12,78,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-5.316148581053,-4.051110054601,-1.310324277513,10.114267892650,4.401971807568
MgPbO3,4.16604541,1.35290,2.02350,1.04520,1.42350,12,82,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-3.503690269109,-3.503690389384,-0.958997386626,6.476888103509,2.758945358442
MgBiO3,4.24706318,1.35290,2.02350,0.99410,1.31290,12,83,-5.050368042499,-1.102774510364,0.571449440006,8.136434964903,4.353942202455,-4.706546707306,-4.706546868874,-1.846753393810,7.964551439414,3.058899022802
CaAlO3,3.71035721,1.80780,0.72390,1.10410,1.43130,20,13,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-2.547095300306,-2.547095387743,-0.308077870308,5.449666311380,2.570794220536
CaTiO3,3.84013740,1.80780,0.72390,1.54120,2.08940,20,22,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-3.667603032050,-3.667603157952,-0.021725201808,7.552223574011,3.765249186102
CaVO3,3.75513767,1.80780,0.72390,1.45970,2.04700,20,23,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-4.798406943350,-4.798407108071,-0.664676976192,7.407416209273,3.371369616541
CaCrO3,3.70222066,1.80780,0.72390,1.42470,2.01210,20,24,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-4.733548486143,-4.733548648638,-1.259830231993,6.979022153017,2.859595960512
CaMnO3,3.68200925,1.80780,0.72390,0.41350,2.18240,20,25,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-4.333466263373,-0.671345464134,-1.423902065558,6.884430469844,2.730264202143
CaFeO3,3.67561945,1.80780,0.72390,1.39120,2.20810,20,26,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-3.836619504771,-3.836619636475,-1.415506591628,7.089031766055,2.836762587214
CaCoO3,3.67953509,1.80780,0.72390,1.38110,1.65750,20,27,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-3.347469515837,-3.347469630750,-1.133799031088,7.525127748251,3.195664358581
CaNiO3,3.70955464,1.80780,0.72390,1.37820,1.61770,20,28,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-2.919817594254,-2.919817694486,-0.680064535054,8.128919800973,3.724427632959
CaCuO3,3.73938012,1.80780,0.72390,1.23610,2.20480,20,29,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-4.362985932102,-4.362986081876,-1.554935144418,7.534909454159,2.989987154871
CaZnO3,3.81726728,1.80780,0.72390,1.11690,1.78990,20,30,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-6.384766005031,-0.880351142307,1.016686332121,9.995763731659,5.506225031890
CaGaO3,3.83264006,1.80780,0.72390,1.00870,1.37830,20,31,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-2.447267344605,-2.447267428616,-0.221448418066,5.403241923784,2.590896752859
CaGeO3,3.73823192,1.80780,0.72390,0.92390,1.18940,20,32,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-3.864142063585,-3.864142196235,-0.978668998444,7.285215454342,3.153273227949
CaZrO3,4.09734805,1.80780,0.72390,1.67180,2.26450,20,40,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-3.230129340890,-3.230129451775,-0.047328544585,7.150603804508,3.551637629961
CaNbO3,3.98351378,1.80780,0.72390,1.58200,2.11090,20,41,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-4.395561840699,-4.395561991591,-0.969575749518,7.291456922287,3.160940586385
CaMoO3,3.90825782,1.80780,0.72390,1.55920,2.24600,20,42,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-4.405289070280,-4.405289221506,-1.713307224028,6.693232569522,2.489962672747
CaTcO3,3.87556651,1.80780,0.72390,1.58880,2.13150,20,43,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-3.015504540133,-3.015504643650,-1.275831727848,7.207933304014,2.966050788083
CaRuO3,3.85984055,1.80780,0.72390,1.55180,2.19700,20,44,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-3.663439802229,-2.821777985343,-0.586474863883,8.167782092633,3.790653614375
CaRhO3,3.86980618,1.80780,0.72390,1.51700,2.24450,20,45,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-4.324078823778,-2.720936056224,-0.649048902331,9.152288883026,4.251619990348
CaPdO3,3.90870275,1.80780,0.72390,1.48560,2.29200,20,46,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-5.018246293882,-2.610572297189,-0.200021161260,10.166984187162,4.983481512951
CaAgO3,3.96570073,1.80780,0.72390,1.35140,1.94410,20,47,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-4.216907058393,-4.216907203152,-1.521159375706,7.251049684650,2.864945154472
CaCdO3,4.06892707,1.80780,0.72390,1.24890,1.89950,20,48,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-6.023736420579,-0.948499811712,1.046403819836,9.367805294123,5.207104556979
CaSnO3,4.02252941,1.80780,0.72390,1.07110,1.37380,20,50,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-3.693967270914,-3.693967397722,-1.084211366527,6.773509406815,2.844649020144
CaSbO3,4.14267465,1.80780,0.72390,1.00720,1.25160,20,51,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-4.963183376254,-4.963183546631,-1.964510398835,8.359173003941,3.197331302553
CaTaO3,3.98315308,1.80780,0.72390,1.47300,2.08400,20,73,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-3.410813983109,-3.410814100196,-0.207862642233,7.364063701622,3.578100529695
CaWO3,3.92225629,1.80780,0.72390,1.41610,2.11260,20,74,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-4.437043328913,-4.437043481229,-0.922676234942,8.672459941188,3.874891853123
CaPtO3,3.93410687,1.80780,0.72390,1.33610,1.80090,20,78,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-5.316148581053,-4.051110054601,-1.310324277513,10.114267892650,4.401971807568
CaPbO3,4.19516759,1.80780,0.72390,1.04520,1.42350,20,82,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-3.503690269109,-3.503690389384,-0.958997386626,6.476888103509,2.758945358442
CaBiO3,4.28654243,1.80780,0.72390,0.99410,1.31290,20,83,-3.983909558427,-1.251360029066,0.201845126238,6.415959158940,3.308902142589,-4.706546707306,-4.706546868874,-1.846753393810,7.964551439414,3.058899022802
SrAlO3,3.78754000,1.97020,1.21180,1.10410,1.43130,38,13,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-2.547095300306,-2.547095387743,-0.308077870308,5.449666311380,2.570794220536
SrTiO3,3.88964653,1.97020,1.21180,1.54120,2.08940,38,22,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-3.667603032050,-3.667603157952,-0.021725201808,7.552223574011,3.765249186102
SrVO3,3.80988169,1.97020,1.21180,1.45970,2.04700,38,23,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-4.798406943350,-4.798407108071,-0.664676976192,7.407416209273,3.371369616541
SrCrO3,3.76151796,1.97020,1.21180,1.42470,2.01210,38,24,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-4.733548486143,-4.733548648638,-1.259830231993,6.979022153017,2.859595960512
SrMnO3,3.74641965,1.97020,1.21180,0.41350,2.18240,38,25,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-4.333466263373,-0.671345464134,-1.423902065558,6.884430469844,2.730264202143
SrFeO3,3.73958463,1.97020,1.21180,1.39120,2.20810,38,26,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-3.836619504771,-3.836619636475,-1.415506591628,7.089031766055,2.836762587214
SrCoO3,3.75109655,1.97020,1.21180,1.38110,1.65750,38,27,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-3.347469515837,-3.347469630750,-1.133799031088,7.525127748251,3.195664358581
SrNiO3,3.78052989,1.97020,1.21180,1.37820,1.61770,38,28,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-2.919817594254,-2.919817694486,-0.680064535054,8.128919800973,3.724427632959
SrCuO3,3.81422106,1.97020,1.21180,1.23610,2.20480,38,29,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-4.362985932102,-4.362986081876,-1.554935144418,7.534909454159,2.989987154871
SrZnO3,3.88742499,1.97020,1.21180,1.11690,1.78990,38,30,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-6.384766005031,-0.880351142307,1.016686332121,9.995763731659,5.506225031890
SrGaO3,3.89424558,1.97020,1.21180,1.00870,1.37830,38,31,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-2.447267344605,-2.447267428616,-0.221448418066,5.403241923784,2.590896752859
SrGeO3,3.80240572,1.97020,1.21180,0.92390,1.18940,38,32,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-3.864142063585,-3.864142196235,-0.978668998444,7.285215454342,3.153273227949
SrZrO3,4.12895121,1.97020,1.21180,1.67180,2.26450,38,40,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-3.230129340890,-3.230129451775,-0.047328544585,7.150603804508,3.551637629961
SrNbO3,4.01902704,1.97020,1.21180,1.58200,2.11090,38,41,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-4.395561840699,-4.395561991591,-0.969575749518,7.291456922287,3.160940586385
SrMoO3,3.94666358,1.97020,1.21180,1.55920,2.24600,38,42,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-4.405289070280,-4.405289221506,-1.713307224028,6.693232569522,2.489962672747
SrTcO3,3.91535668,1.97020,1.21180,1.58880,2.13150,38,43,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-3.015504540133,-3.015504643650,-1.275831727848,7.207933304014,2.966050788083
