material,lat (AA),rS_A (AA),rP_A (AA),rS_B (AA),rP_B (AA),Z_A (e),Z_B (e),HOMO_A (eV),LUMO_A (eV),EA_A (eV),IP_A (eV),EN_A (eV),HOMO_B (eV),LUMO_B (eV),EA_B (eV),IP_B (eV),EN_B (eV)
SrRuO3,3.90156854,1.97020,1.21180,1.55180,2.19700,38,44,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-3.663439802229,-2.821777985343,-0.586474863883,8.167782092633,3.790653614375
SrRhO3,3.91356352,1.97020,1.21180,1.51700,2.24450,38,45,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-4.324078823778,-2.720936056224,-0.649048902331,9.152288883026,4.251619990348
SrPdO3,3.96091286,1.97020,1.21180,1.48560,2.29200,38,46,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-5.018246293882,-2.610572297189,-0.200021161260,10.166984187162,4.983481512951
SrAgO3,4.01488978,1.97020,1.21180,1.35140,1.94410,38,47,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-4.216907058393,-4.216907203152,-1.521159375706,7.251049684650,2.864945154472
SrCdO3,4.11573479,1.97020,1.21180,1.24890,1.89950,38,48,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-6.023736420579,-0.948499811712,1.046403819836,9.367805294123,5.207104556979
SrSnO3,4.06126009,1.97020,1.21180,1.07110,1.37380,38,50,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-3.693967270914,-3.693967397722,-1.084211366527,6.773509406815,2.844649020144
SrSbO3,4.17525223,1.97020,1.21180,1.00720,1.25160,38,51,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-4.963183376254,-4.963183546631,-1.964510398835,8.359173003941,3.197331302553
SrTaO3,4.01782014,1.97020,1.21180,1.47300,2.08400,38,73,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-3.410813983109,-3.410814100196,-0.207862642233,7.364063701622,3.578100529695
SrWO3,3.95858994,1.97020,1.21180,1.41610,2.11260,38,74,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-4.437043328913,-4.437043481229,-0.922676234942,8.672459941188,3.874891853123
SrPtO3,3.98455283,1.97020,1.21180,1.33610,1.80090,38,78,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-5.316148581053,-4.051110054601,-1.310324277513,10.114267892650,4.401971807568
SrPbO3,4.22847863,1.97020,1.21180,1.04520,1.42350,38,82,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-3.503690269109,-3.503690389384,-0.958997386626,6.476888103509,2.758945358442
SrBiO3,4.31348809,1.97020,1.21180,0.99410,1.31290,38,83,-3.721287039738,-1.187107619627,0.189082319346,5.975955205774,3.082518762560,-4.706546707306,-4.706546868874,-1.846753393810,7.964551439414,3.058899022802
BaAlO3,3.89309595,2.21370,2.69030,1.10410,1.43130,56,13,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-2.547095300306,-2.547095387743,-0.308077870308,5.449666311380,2.570794220536
BaTiO3,3.96790469,2.21370,2.69030,1.54120,2.08940,56,22,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-3.667603032050,-3.667603157952,-0.021725201808,7.552223574011,3.765249186102
BaVO3,3.89471077,2.21370,2.69030,1.45970,2.04700,56,23,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-4.798406943350,-4.798407108071,-0.664676976192,7.407416209273,3.371369616541
BaCrO3,3.85186822,2.21370,2.69030,1.42470,2.01210,56,24,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-4.733548486143,-4.733548648638,-1.259830231993,6.979022153017,2.859595960512
BaMnO3,3.83929610,2.21370,2.69030,0.41350,2.18240,56,25,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-4.333466263373,-0.671345464134,-1.423902065558,6.884430469844,2.730264202143
BaFeO3,3.83140445,2.21370,2.69030,1.39120,2.20810,56,26,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-3.836619504771,-3.836619636475,-1.415506591628,7.089031766055,2.836762587214
BaCoO3,3.84709673,2.21370,2.69030,1.38110,1.65750,56,27,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-3.347469515837,-3.347469630750,-1.133799031088,7.525127748251,3.195664358581
BaNiO3,3.86902083,2.21370,2.69030,1.37820,1.61770,56,28,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-2.919817594254,-2.919817694486,-0.680064535054,8.128919800973,3.724427632959
BaCuO3,3.92168800,2.21370,2.69030,1.23610,2.20480,56,29,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-4.362985932102,-4.362986081876,-1.554935144418,7.534909454159,2.989987154871
BaZnO3,3.98376182,2.21370,2.69030,1.11690,1.78990,56,30,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-6.384766005031,-0.880351142307,1.016686332121,9.995763731659,5.506225031890
BaGaO3,3.98293514,2.21370,2.69030,1.00870,1.37830,56,31,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-2.447267344605,-2.447267428616,-0.221448418066,5.403241923784,2.590896752859
BaGeO3,3.90953395,2.21370,2.69030,0.92390,1.18940,56,32,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-3.864142063585,-3.864142196235,-0.978668998444,7.285215454342,3.153273227949
BaZrO3,4.17875748,2.21370,2.69030,1.67180,2.26450,56,40,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-3.230129340890,-3.230129451775,-0.047328544585,7.150603804508,3.551637629961
BaNbO3,4.07314812,2.21370,2.69030,1.58200,2.11090,56,41,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-4.395561840699,-4.395561991591,-0.969575749518,7.291456922287,3.160940586385
BaMoO3,4.00533037,2.21370,2.69030,1.55920,2.24600,56,42,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-4.405289070280,-4.405289221506,-1.713307224028,6.693232569522,2.489962672747
BaTcO3,3.97673484,2.21370,2.69030,1.58880,2.13150,56,43,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-3.015504540133,-3.015504643650,-1.275831727848,7.207933304014,2.966050788083
BaRuO3,3.97184193,2.21370,2.69030,1.55180,2.19700,56,44,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-3.663439802229,-2.821777985343,-0.586474863883,8.167782092633,3.790653614375
BaRhO3,3.97951979,2.21370,2.69030,1.51700,2.24450,56,45,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-4.324078823778,-2.720936056224,-0.649048902331,9.152288883026,4.251619990348
BaPdO3,4.03002324,2.21370,2.69030,1.48560,2.29200,56,46,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-5.018246293882,-2.610572297189,-0.200021161260,10.166984187162,4.983481512951
BaAgO3,4.08983200,2.21370,2.69030,1.35140,1.94410,56,47,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-4.216907058393,-4.216907203152,-1.521159375706,7.251049684650,2.864945154472
BaCdO3,4.18145470,2.21370,2.69030,1.24890,1.89950,56,48,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-6.023736420579,-0.948499811712,1.046403819836,9.367805294123,5.207104556979
BaSnO3,4.12347772,2.21370,2.69030,1.07110,1.37380,56,50,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-3.693967270914,-3.693967397722,-1.084211366527,6.773509406815,2.844649020144
BaSbO3,4.22686117,2.21370,2.69030,1.00720,1.25160,56,51,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-4.963183376254,-4.963183546631,-1.964510398835,8.359173003941,3.197331302553
BaTaO3,4.07017942,2.21370,2.69030,1.47300,2.08400,56,73,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-3.410813983109,-3.410814100196,-0.207862642233,7.364063701622,3.578100529695
BaWO3,4.01276694,2.21370,2.69030,1.41610,2.11260,56,74,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-4.437043328913,-4.437043481229,-0.922676234942,8.672459941188,3.874891853123
BaPtO3,4.05301609,2.21370,2.69030,1.33610,1.80090,56,78,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-5.316148581053,-4.051110054601,-1.310324277513,10.114267892650,4.401971807568
BaPbO3,4.28012822,2.21370,2.69030,1.04520,1.42350,56,82,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-3.503690269109,-3.503690389384,-0.958997386626,6.476888103509,2.758945358442
BaBiO3,4.35500842,2.21370,2.69030,0.99410,1.31290,56,83,-3.391236663952,-1.589293926113,0.397249830530,5.433904188497,2.915577009513,-4.706546707306,-4.706546868874,-1.846753393810,7.964551439414,3.058899022802
ScAlO3,3.60962452,1.64700,2.21650,1.10410,1.43130,21,13,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-2.547095300306,-2.547095387743,-0.308077870308,5.449666311380,2.570794220536
ScTiO3,3.79541820,1.64700,2.21650,1.54120,2.08940,21,22,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-3.667603032050,-3.667603157952,-0.021725201808,7.552223574011,3.765249186102
ScVO3,3.71089952,1.64700,2.21650,1.45970,2.04700,21,23,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-4.798406943350,-4.798407108071,-0.664676976192,7.407416209273,3.371369616541
ScCrO3,3.66172064,1.64700,2.21650,1.42470,2.01210,21,24,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-4.733548486143,-4.733548648638,-1.259830231993,6.979022153017,2.859595960512
ScMnO3,3.63416829,1.64700,2.21650,0.41350,2.18240,21,25,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-4.333466263373,-0.671345464134,-1.423902065558,6.884430469844,2.730264202143
ScFeO3,3.61726318,1.64700,2.21650,1.39120,2.20810,21,26,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-3.836619504771,-3.836619636475,-1.415506591628,7.089031766055,2.836762587214
ScCoO3,3.60842685,1.64700,2.21650,1.38110,1.65750,21,27,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-3.347469515837,-3.347469630750,-1.133799031088,7.525127748251,3.195664358581
ScNiO3,3.62837638,1.64700,2.21650,1.37820,1.61770,21,28,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-2.919817594254,-2.919817694486,-0.680064535054,8.128919800973,3.724427632959
ScCuO3,3.67097839,1.64700,2.21650,1.23610,2.20480,21,29,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-4.362985932102,-4.362986081876,-1.554935144418,7.534909454159,2.989987154871
ScZnO3,3.72794278,1.64700,2.21650,1.11690,1.78990,21,30,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-6.384766005031,-0.880351142307,1.016686332121,9.995763731659,5.506225031890
ScGaO3,3.73923291,1.64700,2.21650,1.00870,1.37830,21,31,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-2.447267344605,-2.447267428616,-0.221448418066,5.403241923784,2.590896752859
ScGeO3,3.75240595,1.64700,2.21650,0.92390,1.18940,21,32,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-3.864142063585,-3.864142196235,-0.978668998444,7.285215454342,3.153273227949
ScZrO3,4.06211465,1.64700,2.21650,1.67180,2.26450,21,40,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-3.230129340890,-3.230129451775,-0.047328544585,7.150603804508,3.551637629961
ScNbO3,3.94635989,1.64700,2.21650,1.58200,2.11090,21,41,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-4.395561840699,-4.395561991591,-0.969575749518,7.291456922287,3.160940586385
ScMoO3,3.87494331,1.64700,2.21650,1.55920,2.24600,21,42,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-4.405289070280,-4.405289221506,-1.713307224028,6.693232569522,2.489962672747
ScTcO3,3.84235203,1.64700,2.21650,1.58880,2.13150,21,43,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-3.015504540133,-3.015504643650,-1.275831727848,7.207933304014,2.966050788083
ScRuO3,3.82663020,1.64700,2.21650,1.55180,2.19700,21,44,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-3.663439802229,-2.821777985343,-0.586474863883,8.167782092633,3.790653614375
ScRhO3,3.83059917,1.64700,2.21650,1.51700,2.24450,21,45,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-4.324078823778,-2.720936056224,-0.649048902331,9.152288883026,4.251619990348
ScPdO3,3.87667871,1.64700,2.21650,1.48560,2.29200,21,46,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-5.018246293882,-2.610572297189,-0.200021161260,10.166984187162,4.983481512951
ScAgO3,3.94565289,1.64700,2.21650,1.35140,1.94410,21,47,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-4.216907058393,-4.216907203152,-1.521159375706,7.251049684650,2.864945154472
ScCdO3,4.02834739,1.64700,2.21650,1.24890,1.89950,21,48,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-6.023736420579,-0.948499811712,1.046403819836,9.367805294123,5.207104556979
ScSnO3,4.00933994,1.64700,2.21650,1.07110,1.37380,21,50,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-3.693967270914,-3.693967397722,-1.084211366527,6.773509406815,2.844649020144
ScSbO3,4.12427342,1.64700,2.21650,1.00720,1.25160,21,51,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-4.963183376254,-4.963183546631,-1.964510398835,8.359173003941,3.197331302553
ScTaO3,3.94711896,1.64700,2.21650,1.47300,2.08400,21,73,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-3.410813983109,-3.410814100196,-0.207862642233,7.364063701622,3.578100529695
ScWO3,3.88974759,1.64700,2.21650,1.41610,2.11260,21,74,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-4.437043328913,-4.437043481229,-0.922676234942,8.672459941188,3.874891853123
ScPtO3,3.93321165,1.64700,2.21650,1.33610,1.80090,21,78,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-5.316148581053,-4.051110054601,-1.310324277513,10.114267892650,4.401971807568
ScPbO3,4.20883157,1.64700,2.21650,1.04520,1.42350,21,82,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-3.503690269109,-3.503690389384,-0.958997386626,6.476888103509,2.758945358442
ScBiO3,4.29421288,1.64700,2.21650,0.99410,1.31290,21,83,-2.451243574434,-2.451243658581,0.568854288026,6.962687257158,3.765770772592,-4.706546707306,-4.706546868874,-1.846753393810,7.964551439414,3.058899022802
YAlO3,3.67680031,1.78650,2.40000,1.10410,1.43130,39,13,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-2.547095300306,-2.547095387743,-0.308077870308,5.449666311380,2.570794220536
YTiO3,3.83955954,1.78650,2.40000,1.54120,2.08940,39,22,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-3.667603032050,-3.667603157952,-0.021725201808,7.552223574011,3.765249186102
YVO3,3.76363632,1.78650,2.40000,1.45970,2.04700,39,23,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-4.798406943350,-4.798407108071,-0.664676976192,7.407416209273,3.371369616541
YCrO3,3.72167346,1.78650,2.40000,1.42470,2.01210,39,24,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-4.733548486143,-4.733548648638,-1.259830231993,6.979022153017,2.859595960512
YMnO3,3.69676058,1.78650,2.40000,0.41350,2.18240,39,25,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-4.333466263373,-0.671345464134,-1.423902065558,6.884430469844,2.730264202143
YFeO3,3.68248011,1.78650,2.40000,1.39120,2.20810,39,26,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-3.836619504771,-3.836619636475,-1.415506591628,7.089031766055,2.836762587214
YCoO3,3.67375452,1.78650,2.40000,1.38110,1.65750,39,27,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-3.347469515837,-3.347469630750,-1.133799031088,7.525127748251,3.195664358581
YNiO3,3.69190812,1.78650,2.40000,1.37820,1.61770,39,28,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-2.919817594254,-2.919817694486,-0.680064535054,8.128919800973,3.724427632959
YCuO3,3.73139754,1.78650,2.40000,1.23610,2.20480,39,29,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-4.362985932102,-4.362986081876,-1.554935144418,7.534909454159,2.989987154871
YZnO3,3.78293360,1.78650,2.40000,1.11690,1.78990,39,30,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-6.384766005031,-0.880351142307,1.016686332121,9.995763731659,5.506225031890
YGaO3,3.78857582,1.78650,2.40000,1.00870,1.37830,39,31,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-2.447267344605,-2.447267428616,-0.221448418066,5.403241923784,2.590896752859
YGeO3,3.84045859,1.78650,2.40000,0.92390,1.18940,39,32,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-3.864142063585,-3.864142196235,-0.978668998444,7.285215454342,3.153273227949
YZrO3,4.08340927,1.78650,2.40000,1.67180,2.26450,39,40,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-3.230129340890,-3.230129451775,-0.047328544585,7.150603804508,3.551637629961
YNbO3,3.97787160,1.78650,2.40000,1.58200,2.11090,39,41,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-4.395561840699,-4.395561991591,-0.969575749518,7.291456922287,3.160940586385
YMoO3,3.91376167,1.78650,2.40000,1.55920,2.24600,39,42,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-4.405289070280,-4.405289221506,-1.713307224028,6.693232569522,2.489962672747
YTcO3,3.88801838,1.78650,2.40000,1.58880,2.13150,39,43,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-3.015504540133,-3.015504643650,-1.275831727848,7.207933304014,2.966050788083
YRuO3,3.87124938,1.78650,2.40000,1.55180,2.19700,39,44,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-3.663439802229,-2.821777985343,-0.586474863883,8.167782092633,3.790653614375
YRhO3,3.87479494,1.78650,2.40000,1.51700,2.24450,39,45,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-4.324078823778,-2.720936056224,-0.649048902331,9.152288883026,4.251619990348
YPdO3,3.91787035,1.78650,2.40000,1.48560,2.29200,39,46,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-5.018246293882,-2.610572297189,-0.200021161260,10.166984187162,4.983481512951
YAgO3,3.98261517,1.78650,2.40000,1.35140,1.94410,39,47,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-4.216907058393,-4.216907203152,-1.521159375706,7.251049684650,2.864945154472
YCdO3,4.05436277,1.78650,2.40000,1.24890,1.89950,39,48,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-6.023736420579,-0.948499811712,1.046403819836,9.367805294123,5.207104556979
YSnO3,4.08815591,1.78650,2.40000,1.07110,1.37380,39,50,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-3.693967270914,-3.693967397722,-1.084211366527,6.773509406815,2.844649020144
YSbO3,4.18762773,1.78650,2.40000,1.00720,1.25160,39,51,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-4.963183376254,-4.963183546631,-1.964510398835,8.359173003941,3.197331302553
YTaO3,3.97714062,1.78650,2.40000,1.47300,2.08400,39,73,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-3.410813983109,-3.410814100196,-0.207862642233,7.364063701622,3.578100529695
YWO3,3.92682657,1.78650,2.40000,1.41610,2.11260,39,74,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-4.437043328913,-4.437043481229,-0.922676234942,8.672459941188,3.874891853123
YPtO3,3.97965791,1.78650,2.40000,1.33610,1.80090,39,78,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-5.316148581053,-4.051110054601,-1.310324277513,10.114267892650,4.401971807568
YPbO3,4.24983176,1.78650,2.40000,1.04520,1.42350,39,82,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-3.503690269109,-3.503690389384,-0.958997386626,6.476888103509,2.758945358442
YBiO3,4.35009143,1.78650,2.40000,0.99410,1.31290,39,83,-2.071749580777,-2.071749651897,0.289190604473,5.559228664421,2.924209634447,-4.706546707306,-4.706546868874,-1.846753393810,7.964551439414,3.058899022802
LaAlO3,3.77092979,2.02960,2.67280,1.10410,1.43130,57,13,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-2.547095300306,-2.547095387743,-0.308077870308,5.449666311380,2.570794220536
LaTiO3,3.90523668,2.02960,2.67280,1.54120,2.08940,57,22,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-3.667603032050,-3.667603157952,-0.021725201808,7.552223574011,3.765249186102
LaVO3,3.83305414,2.02960,2.67280,1.45970,2.04700,57,23,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-4.798406943350,-4.798407108071,-0.664676976192,7.407416209273,3.371369616541
LaCrO3,3.79600603,2.02960,2.67280,1.42470,2.01210,57,24,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-4.733548486143,-4.733548648638,-1.259830231993,6.979022153017,2.859595960512
LaMnO3,3.77272201,2.02960,2.67280,0.41350,2.18240,57,25,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-4.333466263373,-0.671345464134,-1.423902065558,6.884430469844,2.730264202143
LaFeO3,3.76251064,2.02960,2.67280,1.39120,2.20810,57,26,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-3.836619504771,-3.836619636475,-1.415506591628,7.089031766055,2.836762587214
LaCoO3,3.76041419,2.02960,2.67280,1.38110,1.65750,57,27,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-3.347469515837,-3.347469630750,-1.133799031088,7.525127748251,3.195664358581
LaNiO3,3.77857393,2.02960,2.67280,1.37820,1.61770,57,28,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-2.919817594254,-2.919817694486,-0.680064535054,8.128919800973,3.724427632959
LaCuO3,3.81748168,2.02960,2.67280,1.23610,2.20480,57,29,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-4.362985932102,-4.362986081876,-1.554935144418,7.534909454159,2.989987154871
LaZnO3,3.86495779,2.02960,2.67280,1.11690,1.78990,57,30,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-6.384766005031,-0.880351142307,1.016686332121,9.995763731659,5.506225031890
LaGaO3,3.86376376,2.02960,2.67280,1.00870,1.37830,57,31,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-2.447267344605,-2.447267428616,-0.221448418066,5.403241923784,2.590896752859
LaGeO3,3.93679516,2.02960,2.67280,0.92390,1.18940,57,32,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-3.864142063585,-3.864142196235,-0.978668998444,7.285215454342,3.153273227949
LaZrO3,4.12306687,2.02960,2.67280,1.67180,2.26450,57,40,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-3.230129340890,-3.230129451775,-0.047328544585,7.150603804508,3.551637629961
LaNbO3,4.02039421,2.02960,2.67280,1.58200,2.11090,57,41,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-4.395561840699,-4.395561991591,-0.969575749518,7.291456922287,3.160940586385
LaMoO3,3.96338598,2.02960,2.67280,1.55920,2.24600,57,42,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-4.405289070280,-4.405289221506,-1.713307224028,6.693232569522,2.489962672747
LaTcO3,3.93475217,2.02960,2.67280,1.58880,2.13150,57,43,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-3.015504540133,-3.015504643650,-1.275831727848,7.207933304014,2.966050788083
LaRuO3,3.92180985,2.02960,2.67280,1.55180,2.19700,57,44,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-3.663439802229,-2.821777985343,-0.586474863883,8.167782092633,3.790653614375
LaRhO3,3.92848047,2.02960,2.67280,1.51700,2.24450,57,45,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-4.324078823778,-2.720936056224,-0.649048902331,9.152288883026,4.251619990348
LaPdO3,3.97123432,2.02960,2.67280,1.48560,2.29200,57,46,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-5.018246293882,-2.610572297189,-0.200021161260,10.166984187162,4.983481512951
LaAgO3,4.03459923,2.02960,2.67280,1.35140,1.94410,57,47,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-4.216907058393,-4.216907203152,-1.521159375706,7.251049684650,2.864945154472
LaCdO3,4.10251059,2.02960,2.67280,1.24890,1.89950,57,48,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-6.023736420579,-0.948499811712,1.046403819836,9.367805294123,5.207104556979
LaSnO3,4.13836897,2.02960,2.67280,1.07110,1.37380,57,50,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-3.693967270914,-3.693967397722,-1.084211366527,6.773509406815,2.844649020144
LaSbO3,4.25388264,2.02960,2.67280,1.00720,1.25160,57,51,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-4.963183376254,-4.963183546631,-1.964510398835,8.359173003941,3.197331302553
LaTaO3,4.01651859,2.02960,2.67280,1.47300,2.08400,57,73,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-3.410813983109,-3.410814100196,-0.207862642233,7.364063701622,3.578100529695
LaWO3,3.96811461,2.02960,2.67280,1.41610,2.11260,57,74,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-4.437043328913,-4.437043481229,-0.922676234942,8.672459941188,3.874891853123
LaPtO3,4.02301711,2.02960,2.67280,1.33610,1.80090,57,78,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-5.316148581053,-4.051110054601,-1.310324277513,10.114267892650,4.401971807568
LaPbO3,4.30330254,2.02960,2.67280,1.04520,1.42350,57,82,-2.721416662798,-2.721416756220,-0.147550178712,5.877355481655,2.864902651471,-3.503690269109,-3.503690389384,-0.958997386626,6.476888103509,2.758945358442
